annot_gene_id,Known,Antisense,Intergenic
TALONG000058533,0.0,0.0,4.0
TALONG000058534,0.0,1.0,0.0
TALONG000058535,0.0,1.0,0.0
TALONG000058536,0.0,0.0,1.0
TALONG000058537,0.0,0.0,1.0
TALONG000058538,0.0,10.0,0.0
TALONG000058539,0.0,2.0,0.0
TALONG000058540,0.0,1.0,0.0
TALONG000058541,0.0,9.0,0.0
TALONG000058542,0.0,2.0,0.0
TALONG000058543,0.0,2.0,0.0
TALONG000058544,0.0,2.0,0.0
TALONG000058545,0.0,3.0,0.0
TALONG000058546,0.0,2.0,0.0
TALONG000058547,0.0,2.0,0.0
TALONG000058548,0.0,1.0,0.0
TALONG000058549,0.0,4.0,0.0
TALONG000058550,0.0,3.0,0.0
TALONG000058551,0.0,0.0,1.0
TALONG000058552,0.0,0.0,1.0
TALONG000058553,0.0,0.0,5.0
TALONG000058554,0.0,0.0,1.0
TALONG000058555,0.0,0.0,1.0
TALONG000058556,0.0,0.0,1.0
TALONG000058557,0.0,0.0,1.0
TALONG000058558,0.0,1.0,0.0
TALONG000058559,0.0,0.0,1.0
TALONG000058560,0.0,2.0,0.0
TALONG000058561,0.0,1.0,0.0
TALONG000058562,0.0,0.0,4.0
TALONG000058563,0.0,1.0,0.0
TALONG000058564,0.0,0.0,1.0
TALONG000058565,0.0,0.0,9.0
TALONG000058566,0.0,2.0,0.0
TALONG000058567,0.0,1.0,0.0
TALONG000058568,0.0,0.0,1.0
TALONG000058569,0.0,26.0,0.0
TALONG000058570,0.0,1.0,0.0
TALONG000058571,0.0,5.0,0.0
TALONG000058572,0.0,10.0,0.0
TALONG000058573,0.0,0.0,1.0
TALONG000058574,0.0,2.0,0.0
TALONG000058575,0.0,2.0,0.0
TALONG000058576,0.0,1.0,0.0
TALONG000058577,0.0,2.0,0.0
TALONG000058578,0.0,1.0,0.0
TALONG000058579,0.0,1.0,0.0
TALONG000058580,0.0,8.0,0.0
TALONG000058581,0.0,3.0,0.0
TALONG000058582,0.0,3.0,0.0
TALONG000058583,0.0,1.0,0.0
TALONG000058584,0.0,2.0,0.0
TALONG000058585,0.0,2.0,0.0
TALONG000058586,0.0,0.0,1.0
TALONG000058587,0.0,0.0,1.0
TALONG000058588,0.0,0.0,1.0
TALONG000058589,0.0,2.0,0.0
TALONG000058590,0.0,1.0,0.0
TALONG000058591,0.0,4.0,0.0
TALONG000058592,0.0,0.0,1.0
TALONG000058593,0.0,3.0,0.0
TALONG000058594,0.0,33.0,0.0
TALONG000058595,0.0,5.0,0.0
TALONG000058596,0.0,1.0,0.0
TALONG000058597,0.0,3.0,0.0
TALONG000058598,0.0,1.0,0.0
TALONG000058599,0.0,2.0,0.0
TALONG000058600,0.0,0.0,1.0
TALONG000058601,0.0,0.0,1.0
TALONG000058602,0.0,1.0,0.0
TALONG000058603,0.0,1.0,0.0
TALONG000058604,0.0,1.0,0.0
TALONG000058605,0.0,0.0,1.0
TALONG000058606,0.0,0.0,1.0
TALONG000058607,0.0,0.0,1.0
TALONG000058608,0.0,0.0,1.0
TALONG000058609,0.0,11.0,0.0
TALONG000058610,0.0,0.0,5.0
TALONG000058611,0.0,1.0,0.0
TALONG000058612,0.0,2.0,0.0
TALONG000058613,0.0,1.0,0.0
TALONG000058614,0.0,0.0,1.0
TALONG000058615,0.0,2.0,0.0
TALONG000058616,0.0,0.0,1.0
TALONG000058617,0.0,1.0,0.0
TALONG000058618,0.0,36.0,0.0
TALONG000058619,0.0,2.0,0.0
TALONG000058620,0.0,0.0,1.0
TALONG000058621,0.0,0.0,1.0
TALONG000058622,0.0,5.0,0.0
TALONG000058623,0.0,5.0,0.0
TALONG000058624,0.0,1.0,0.0
TALONG000058625,0.0,3.0,0.0
TALONG000058626,0.0,1.0,0.0
TALONG000058627,0.0,0.0,1.0
TALONG000058628,0.0,7.0,0.0
TALONG000058629,0.0,1.0,0.0
TALONG000058630,0.0,1.0,0.0
TALONG000058631,0.0,1.0,0.0
TALONG000058632,0.0,1.0,0.0
TALONG000058633,0.0,10.0,0.0
TALONG000058634,0.0,1.0,0.0
TALONG000058635,0.0,1.0,0.0
TALONG000058636,0.0,1.0,0.0
TALONG000058637,0.0,0.0,1.0
TALONG000058638,0.0,0.0,2.0
TALONG000058639,0.0,0.0,1.0
TALONG000058640,0.0,0.0,1.0
TALONG000058641,0.0,5.0,0.0
TALONG000058642,0.0,0.0,1.0
TALONG000058643,0.0,0.0,2.0
TALONG000058644,0.0,4.0,0.0
TALONG000058645,0.0,3.0,0.0
TALONG000058646,0.0,0.0,3.0
TALONG000058647,0.0,1.0,0.0
TALONG000058648,0.0,1.0,0.0
TALONG000058649,0.0,1.0,0.0
TALONG000058650,0.0,0.0,1.0
TALONG000058651,0.0,1.0,0.0
TALONG000058652,0.0,1.0,0.0
TALONG000058653,0.0,1.0,0.0
TALONG000058654,0.0,2.0,0.0
TALONG000058655,0.0,0.0,1.0
TALONG000058656,0.0,1.0,0.0
TALONG000058657,0.0,1.0,0.0
TALONG000058658,0.0,3.0,0.0
TALONG000058659,0.0,5.0,0.0
TALONG000058660,0.0,9.0,0.0
TALONG000058661,0.0,0.0,21.0
TALONG000058662,0.0,0.0,6.0
TALONG000058663,0.0,3.0,0.0
TALONG000058664,0.0,0.0,1.0
TALONG000058665,0.0,1.0,0.0
TALONG000058666,0.0,1.0,0.0
TALONG000058667,0.0,1.0,0.0
TALONG000058668,0.0,1.0,0.0
TALONG000058669,0.0,1.0,0.0
TALONG000058670,0.0,1.0,0.0
TALONG000058671,0.0,1.0,0.0
TALONG000058672,0.0,2.0,0.0
TALONG000058673,0.0,5.0,0.0
TALONG000058674,0.0,1.0,0.0
TALONG000058675,0.0,0.0,3.0
TALONG000058676,0.0,0.0,1.0
TALONG000058677,0.0,0.0,3.0
TALONG000058678,0.0,2.0,0.0
TALONG000058679,0.0,1.0,0.0
TALONG000058680,0.0,1.0,0.0
TALONG000058681,0.0,1.0,0.0
TALONG000058682,0.0,2.0,0.0
TALONG000058683,0.0,0.0,1.0
TALONG000058684,0.0,0.0,1.0
TALONG000058685,0.0,0.0,1.0
TALONG000058686,0.0,0.0,1.0
TALONG000058687,0.0,1.0,0.0
TALONG000058688,0.0,6.0,0.0
TALONG000058689,0.0,4.0,0.0
TALONG000058690,0.0,1.0,0.0
TALONG000058691,0.0,7.0,0.0
TALONG000058692,0.0,1.0,0.0
TALONG000058693,0.0,1.0,0.0
TALONG000058694,0.0,13.0,0.0
TALONG000058695,0.0,2.0,0.0
TALONG000058696,0.0,3.0,0.0
TALONG000058697,0.0,1.0,0.0
TALONG000058698,0.0,1.0,0.0
TALONG000058699,0.0,1.0,0.0
TALONG000058700,0.0,4.0,0.0
TALONG000058701,0.0,1.0,0.0
TALONG000058702,0.0,9.0,0.0
TALONG000058703,0.0,2.0,0.0
TALONG000058704,0.0,1.0,0.0
TALONG000058705,0.0,2.0,0.0
TALONG000058706,0.0,0.0,3.0
TALONG000058707,0.0,0.0,3.0
TALONG000058708,0.0,0.0,1.0
TALONG000058709,0.0,8.0,0.0
TALONG000058710,0.0,3.0,0.0
TALONG000058711,0.0,4.0,0.0
TALONG000058712,0.0,1.0,0.0
TALONG000058713,0.0,7.0,0.0
TALONG000058714,0.0,1.0,0.0
TALONG000058715,0.0,1.0,0.0
TALONG000058716,0.0,1.0,0.0
TALONG000058717,0.0,6.0,0.0
TALONG000058718,0.0,1.0,0.0
TALONG000058719,0.0,4.0,0.0
TALONG000058720,0.0,1.0,0.0
TALONG000058721,0.0,1.0,0.0
TALONG000058722,0.0,1.0,0.0
TALONG000058723,0.0,7.0,0.0
TALONG000058724,0.0,1.0,0.0
TALONG000058725,0.0,0.0,24.0
TALONG000058726,0.0,1.0,0.0
TALONG000058727,0.0,7.0,0.0
TALONG000058728,0.0,4.0,0.0
TALONG000058729,0.0,4.0,0.0
TALONG000058730,0.0,36.0,0.0
TALONG000058731,0.0,0.0,1.0
TALONG000058732,0.0,1.0,0.0
TALONG000058733,0.0,1.0,0.0
TALONG000058734,0.0,1.0,0.0
TALONG000058735,0.0,3.0,0.0
TALONG000058736,0.0,0.0,1.0
TALONG000058737,0.0,0.0,1.0
TALONG000058738,0.0,0.0,1.0
TALONG000058739,0.0,0.0,4.0
TALONG000058740,0.0,0.0,4.0
TALONG000058741,0.0,0.0,1.0
TALONG000058742,0.0,1.0,0.0
TALONG000058743,0.0,4.0,0.0
TALONG000058744,0.0,1.0,0.0
TALONG000058745,0.0,1.0,0.0
TALONG000058746,0.0,0.0,2.0
TALONG000058747,0.0,141.0,0.0
TALONG000058748,0.0,69.0,0.0
TALONG000058749,0.0,1.0,0.0
TALONG000058750,0.0,4.0,0.0
TALONG000058751,0.0,1.0,0.0
TALONG000058752,0.0,1.0,0.0
TALONG000058753,0.0,0.0,3.0
TALONG000058754,0.0,1.0,0.0
TALONG000058755,0.0,1.0,0.0
TALONG000058756,0.0,1.0,0.0
TALONG000058757,0.0,1.0,0.0
TALONG000058758,0.0,8.0,0.0
TALONG000058759,0.0,1.0,0.0
TALONG000058760,0.0,3.0,0.0
TALONG000058761,0.0,1.0,0.0
TALONG000058762,0.0,1.0,0.0
TALONG000058763,0.0,5.0,0.0
TALONG000058764,0.0,2.0,0.0
TALONG000058765,0.0,1.0,0.0
TALONG000058766,0.0,2.0,0.0
TALONG000058767,0.0,4.0,0.0
TALONG000058768,0.0,1.0,0.0
TALONG000058769,0.0,0.0,1.0
TALONG000058770,0.0,1.0,0.0
TALONG000058771,0.0,0.0,1.0
TALONG000058772,0.0,0.0,2.0
TALONG000058773,0.0,16.0,0.0
TALONG000058774,0.0,0.0,1.0
TALONG000058775,0.0,1.0,0.0
TALONG000058776,0.0,15.0,0.0
TALONG000058777,0.0,1.0,0.0
TALONG000058778,0.0,1.0,0.0
TALONG000058779,0.0,2.0,0.0
TALONG000058780,0.0,6.0,0.0
TALONG000058781,0.0,0.0,4.0
TALONG000058782,0.0,8.0,0.0
TALONG000058783,0.0,3.0,0.0
TALONG000058784,0.0,2.0,0.0
TALONG000058785,0.0,1.0,0.0
TALONG000058786,0.0,2.0,0.0
TALONG000058787,0.0,2.0,0.0
TALONG000058788,0.0,8.0,0.0
TALONG000058789,0.0,1.0,0.0
TALONG000058790,0.0,3.0,0.0
TALONG000058791,0.0,0.0,1.0
TALONG000058792,0.0,0.0,2.0
TALONG000058793,0.0,21.0,0.0
TALONG000058794,0.0,0.0,1.0
TALONG000058795,0.0,0.0,1.0
TALONG000058796,0.0,0.0,1.0
TALONG000058797,0.0,0.0,1.0
TALONG000058798,0.0,1.0,0.0
TALONG000058799,0.0,3.0,0.0
TALONG000058800,0.0,0.0,1.0
TALONG000058801,0.0,0.0,1.0
TALONG000058802,0.0,49.0,0.0
TALONG000058803,0.0,25.0,0.0
TALONG000058804,0.0,1.0,0.0
TALONG000058805,0.0,37.0,0.0
TALONG000058806,0.0,0.0,1.0
TALONG000058807,0.0,3.0,0.0
TALONG000058808,0.0,3.0,0.0
TALONG000058809,0.0,0.0,1.0
TALONG000058810,0.0,0.0,6.0
TALONG000058811,0.0,1.0,0.0
TALONG000058812,0.0,1.0,0.0
TALONG000058813,0.0,2.0,0.0
TALONG000058814,0.0,1.0,0.0
TALONG000058815,0.0,2.0,0.0
TALONG000058816,0.0,1.0,0.0
TALONG000058817,0.0,1.0,0.0
TALONG000058818,0.0,3.0,0.0
TALONG000058819,0.0,1.0,0.0
TALONG000058820,0.0,1.0,0.0
TALONG000058821,0.0,7.0,0.0
TALONG000058822,0.0,1.0,0.0
TALONG000058823,0.0,4.0,0.0
TALONG000058824,0.0,1.0,0.0
TALONG000058825,0.0,1.0,0.0
TALONG000058826,0.0,1.0,0.0
TALONG000058827,0.0,1.0,0.0
TALONG000058828,0.0,3.0,0.0
TALONG000058829,0.0,4.0,0.0
TALONG000058830,0.0,1.0,0.0
TALONG000058831,0.0,1.0,0.0
TALONG000058832,0.0,1.0,0.0
TALONG000058833,0.0,3.0,0.0
TALONG000058834,0.0,1.0,0.0
TALONG000058835,0.0,1.0,0.0
TALONG000058836,0.0,1.0,0.0
TALONG000058837,0.0,2.0,0.0
TALONG000058838,0.0,0.0,1.0
TALONG000058839,0.0,8.0,0.0
TALONG000058840,0.0,1.0,0.0
TALONG000058841,0.0,7.0,0.0
TALONG000058842,0.0,1.0,0.0
TALONG000058843,0.0,0.0,1.0
TALONG000058844,0.0,0.0,1.0
TALONG000058845,0.0,0.0,1.0
TALONG000058846,0.0,1.0,0.0
TALONG000058847,0.0,19.0,0.0
TALONG000058848,0.0,0.0,1.0
TALONG000058849,0.0,0.0,1.0
TALONG000058850,0.0,1.0,0.0
TALONG000058851,0.0,1.0,0.0
TALONG000058852,0.0,8.0,0.0
TALONG000058853,0.0,3.0,0.0
TALONG000058854,0.0,1.0,0.0
TALONG000058855,0.0,2.0,0.0
TALONG000058856,0.0,1.0,0.0
TALONG000058857,0.0,2.0,0.0
TALONG000058858,0.0,1.0,0.0
TALONG000058859,0.0,1.0,0.0
TALONG000058860,0.0,10.0,0.0
TALONG000058861,0.0,1.0,0.0
TALONG000058862,0.0,1.0,0.0
TALONG000058863,0.0,4.0,0.0
TALONG000058864,0.0,8.0,0.0
TALONG000058865,0.0,1.0,0.0
TALONG000058866,0.0,2.0,0.0
TALONG000058867,0.0,1.0,0.0
TALONG000058868,0.0,1.0,0.0
TALONG000058869,0.0,3.0,0.0
TALONG000058870,0.0,11.0,0.0
TALONG000058871,0.0,1.0,0.0
TALONG000058872,0.0,0.0,1.0
TALONG000058873,0.0,1.0,0.0
TALONG000058874,0.0,0.0,1.0
TALONG000058875,0.0,5.0,0.0
TALONG000058876,0.0,0.0,1.0
TALONG000058877,0.0,0.0,2.0
TALONG000058878,0.0,0.0,1.0
TALONG000058879,0.0,5.0,0.0
TALONG000058880,0.0,0.0,1.0
TALONG000058881,0.0,242.0,0.0
TALONG000058882,0.0,193.0,0.0
TALONG000058883,0.0,3.0,0.0
TALONG000058884,0.0,0.0,4.0
TALONG000058885,0.0,0.0,2.0
TALONG000058886,0.0,0.0,2.0
TALONG000058887,0.0,1.0,0.0
TALONG000058888,0.0,11.0,0.0
TALONG000058889,0.0,2.0,0.0
TALONG000058890,0.0,7.0,0.0
TALONG000058891,0.0,1.0,0.0
TALONG000058892,0.0,2.0,0.0
TALONG000058893,0.0,8.0,0.0
TALONG000058894,0.0,1.0,0.0
TALONG000058895,0.0,1.0,0.0
TALONG000058896,0.0,1.0,0.0
TALONG000058897,0.0,0.0,2168.0
TALONG000058898,0.0,3.0,0.0
TALONG000058899,0.0,31.0,0.0
TALONG000058900,0.0,0.0,1.0
TALONG000058901,0.0,5.0,0.0
TALONG000058902,0.0,1.0,0.0
TALONG000058903,0.0,1.0,0.0
TALONG000058904,0.0,6.0,0.0
TALONG000058905,0.0,60.0,0.0
TALONG000058906,0.0,2.0,0.0
TALONG000058907,0.0,1.0,0.0
TALONG000058908,0.0,3.0,0.0
TALONG000058909,0.0,1.0,0.0
TALONG000058910,0.0,1.0,0.0
TALONG000058911,0.0,1.0,0.0
TALONG000058912,0.0,1.0,0.0
TALONG000058913,0.0,1.0,0.0
TALONG000058914,0.0,7.0,0.0
TALONG000058915,0.0,17.0,0.0
TALONG000058916,0.0,2.0,0.0
TALONG000058917,0.0,24.0,0.0
TALONG000058918,0.0,1.0,0.0
TALONG000058919,0.0,5.0,0.0
TALONG000058920,0.0,4.0,0.0
TALONG000058921,0.0,0.0,1.0
TALONG000058922,0.0,3.0,0.0
TALONG000058923,0.0,3.0,0.0
TALONG000058924,0.0,5.0,0.0
TALONG000058925,0.0,0.0,1.0
TALONG000058926,0.0,4.0,0.0
TALONG000058927,0.0,3.0,0.0
TALONG000058928,0.0,1.0,0.0
TALONG000058929,0.0,1.0,0.0
TALONG000058930,0.0,1.0,0.0
TALONG000058931,0.0,1.0,0.0
TALONG000058932,0.0,1.0,0.0
TALONG000058933,0.0,7.0,0.0
TALONG000058934,0.0,1.0,0.0
TALONG000058935,0.0,3.0,0.0
TALONG000058936,0.0,7.0,0.0
TALONG000058937,0.0,1.0,0.0
TALONG000058938,0.0,1.0,0.0
TALONG000058939,0.0,2.0,0.0
TALONG000058940,0.0,1.0,0.0
TALONG000058941,0.0,0.0,1.0
TALONG000058942,0.0,0.0,3.0
TALONG000058943,0.0,1.0,0.0
TALONG000058944,0.0,3.0,0.0
TALONG000058945,0.0,3.0,0.0
TALONG000058946,0.0,1.0,0.0
TALONG000058947,0.0,1.0,0.0
TALONG000058948,0.0,0.0,1.0
TALONG000058949,0.0,4.0,0.0
TALONG000058950,0.0,1.0,0.0
TALONG000058951,0.0,2.0,0.0
TALONG000058952,0.0,2.0,0.0
TALONG000058953,0.0,0.0,4.0
TALONG000058954,0.0,1.0,0.0
TALONG000058955,0.0,0.0,1.0
TALONG000058956,0.0,0.0,1.0
TALONG000058957,0.0,0.0,1.0
TALONG000058958,0.0,0.0,1.0
TALONG000058959,0.0,1.0,0.0
TALONG000058960,0.0,1.0,0.0
TALONG000058961,0.0,6.0,0.0
TALONG000058962,0.0,1.0,0.0
TALONG000058963,0.0,2.0,0.0
TALONG000058964,0.0,1.0,0.0
TALONG000058965,0.0,1.0,0.0
TALONG000058966,0.0,1.0,0.0
TALONG000058967,0.0,0.0,1.0
TALONG000058968,0.0,0.0,1.0
TALONG000058969,0.0,1.0,0.0
TALONG000058970,0.0,2.0,0.0
TALONG000058971,0.0,7.0,0.0
TALONG000058972,0.0,4.0,0.0
TALONG000058973,0.0,1.0,0.0
TALONG000058974,0.0,0.0,1.0
TALONG000058975,0.0,1.0,0.0
TALONG000058976,0.0,1.0,0.0
TALONG000058977,0.0,0.0,1.0
TALONG000058978,0.0,1.0,0.0
TALONG000058979,0.0,0.0,1.0
TALONG000058980,0.0,0.0,5.0
TALONG000058981,0.0,1.0,0.0
TALONG000058982,0.0,3.0,0.0
TALONG000058983,0.0,2.0,0.0
TALONG000058984,0.0,4.0,0.0
TALONG000058985,0.0,1.0,0.0
TALONG000058986,0.0,4.0,0.0
TALONG000058987,0.0,1.0,0.0
TALONG000058988,0.0,2.0,0.0
TALONG000058989,0.0,7.0,0.0
TALONG000058990,0.0,1.0,0.0
TALONG000058991,0.0,2.0,0.0
TALONG000058992,0.0,5.0,0.0
TALONG000058993,0.0,1.0,0.0
TALONG000058994,0.0,0.0,2.0
TALONG000058995,0.0,47.0,0.0
TALONG000058996,0.0,1.0,0.0
TALONG000058997,0.0,0.0,1.0
TALONG000058998,0.0,1.0,0.0
TALONG000058999,0.0,1.0,0.0
TALONG000059000,0.0,0.0,1.0
TALONG000059001,0.0,0.0,1.0
TALONG000059002,0.0,0.0,1.0
TALONG000059003,0.0,0.0,1.0
TALONG000059004,0.0,0.0,8.0
TALONG000059005,0.0,0.0,3.0
TALONG000059006,0.0,0.0,1.0
TALONG000059007,0.0,0.0,1.0
TALONG000059008,0.0,0.0,5.0
TALONG000059009,0.0,8.0,0.0
TALONG000059010,0.0,0.0,1.0
TALONG000059011,0.0,0.0,1.0
TALONG000059012,0.0,1.0,0.0
TALONG000059013,0.0,2.0,0.0
TALONG000059014,0.0,1.0,0.0
TALONG000059015,0.0,0.0,1.0
TALONG000059016,0.0,0.0,2.0
TALONG000059017,0.0,0.0,1.0
TALONG000059018,0.0,10.0,0.0
TALONG000059019,0.0,1.0,0.0
TALONG000059020,0.0,1.0,0.0
TALONG000059021,0.0,3.0,0.0
TALONG000059022,0.0,1.0,0.0
TALONG000059023,0.0,1.0,0.0
TALONG000059024,0.0,2.0,0.0
TALONG000059025,0.0,1.0,0.0
TALONG000059026,0.0,0.0,1.0
TALONG000059027,0.0,0.0,1.0
TALONG000059028,0.0,0.0,23.0
TALONG000059029,0.0,2.0,0.0
TALONG000059030,0.0,0.0,1.0
TALONG000059031,0.0,1.0,0.0
TALONG000059032,0.0,1.0,0.0
TALONG000059033,0.0,3.0,0.0
TALONG000059034,0.0,0.0,1.0
TALONG000059035,0.0,1.0,0.0
TALONG000059036,0.0,12.0,0.0
TALONG000059037,0.0,2.0,0.0
TALONG000059038,0.0,7.0,0.0
TALONG000059039,0.0,0.0,1.0
TALONG000059040,0.0,1.0,0.0
TALONG000059041,0.0,0.0,1.0
TALONG000059042,0.0,0.0,3.0
TALONG000059043,0.0,0.0,1.0
TALONG000059044,0.0,0.0,1.0
TALONG000059045,0.0,1.0,0.0
TALONG000059046,0.0,1.0,0.0
TALONG000059047,0.0,4.0,0.0
TALONG000059048,0.0,1.0,0.0
TALONG000059049,0.0,1.0,0.0
TALONG000059050,0.0,1.0,0.0
TALONG000059051,0.0,1.0,0.0
TALONG000059052,0.0,0.0,1.0
TALONG000059053,0.0,0.0,6.0
TALONG000059054,0.0,0.0,1.0
TALONG000059055,0.0,1.0,0.0
TALONG000059056,0.0,1.0,0.0
TALONG000059057,0.0,1.0,0.0
TALONG000059058,0.0,1.0,0.0
TALONG000059059,0.0,1.0,0.0
TALONG000059060,0.0,0.0,1.0
TALONG000059061,0.0,0.0,1.0
TALONG000059062,0.0,1.0,0.0
TALONG000059063,0.0,1.0,0.0
TALONG000059064,0.0,0.0,1.0
TALONG000059065,0.0,4.0,0.0
TALONG000059066,0.0,0.0,1.0
TALONG000059067,0.0,0.0,1.0
TALONG000059068,0.0,0.0,5.0
TALONG000059069,0.0,1.0,0.0
TALONG000059070,0.0,1.0,0.0
TALONG000059071,0.0,22.0,0.0
TALONG000059072,0.0,7.0,0.0
TALONG000059073,0.0,1.0,0.0
TALONG000059074,0.0,52.0,0.0
TALONG000059075,0.0,52.0,0.0
TALONG000059076,0.0,16.0,0.0
TALONG000059077,0.0,0.0,1.0
TALONG000059078,0.0,1.0,0.0
TALONG000059079,0.0,3.0,0.0
TALONG000059080,0.0,1.0,0.0
TALONG000059081,0.0,1.0,0.0
TALONG000059082,0.0,0.0,5.0
TALONG000059083,0.0,0.0,1.0
TALONG000059084,0.0,80.0,0.0
TALONG000059085,0.0,65.0,0.0
TALONG000059086,0.0,1.0,0.0
TALONG000059087,0.0,6.0,0.0
TALONG000059088,0.0,4.0,0.0
TALONG000059089,0.0,2.0,0.0
TALONG000059090,0.0,1.0,0.0
TALONG000059091,0.0,2.0,0.0
TALONG000059092,0.0,108.0,0.0
TALONG000059093,0.0,6.0,0.0
TALONG000059094,0.0,1.0,0.0
TALONG000059095,0.0,4.0,0.0
TALONG000059096,0.0,0.0,1.0
TALONG000059097,0.0,2.0,0.0
TALONG000059098,0.0,3.0,0.0
TALONG000059099,0.0,1.0,0.0
TALONG000059100,0.0,2.0,0.0
TALONG000059101,0.0,8.0,0.0
TALONG000059102,0.0,2.0,0.0
TALONG000059103,0.0,2.0,0.0
TALONG000059104,0.0,10.0,0.0
TALONG000059105,0.0,1.0,0.0
TALONG000059106,0.0,0.0,1.0
TALONG000059107,0.0,1.0,0.0
TALONG000059108,0.0,2.0,0.0
TALONG000059109,0.0,1.0,0.0
TALONG000059110,0.0,12.0,0.0
TALONG000059111,0.0,0.0,4.0
TALONG000059112,0.0,0.0,2.0
TALONG000059113,0.0,12.0,0.0
TALONG000059114,0.0,1.0,0.0
TALONG000059115,0.0,1.0,0.0
TALONG000059116,0.0,1.0,0.0
TALONG000059117,0.0,2.0,0.0
TALONG000059118,0.0,1.0,0.0
TALONG000059119,0.0,0.0,2.0
TALONG000059120,0.0,1.0,0.0
TALONG000059121,0.0,561.0,0.0
TALONG000059122,0.0,2.0,0.0
TALONG000059123,0.0,15.0,0.0
TALONG000059124,0.0,2.0,0.0
TALONG000059125,0.0,1.0,0.0
TALONG000059126,0.0,5.0,0.0
TALONG000059127,0.0,5.0,0.0
TALONG000059128,0.0,2.0,0.0
TALONG000059129,0.0,3.0,0.0
TALONG000059130,0.0,38.0,0.0
TALONG000059131,0.0,0.0,1.0
TALONG000059132,0.0,0.0,2.0
TALONG000059133,0.0,0.0,1.0
TALONG000059134,0.0,1.0,0.0
TALONG000059135,0.0,1.0,0.0
TALONG000059136,0.0,7.0,0.0
TALONG000059137,0.0,2.0,0.0
TALONG000059138,0.0,2.0,0.0
TALONG000059139,0.0,0.0,1.0
TALONG000059140,0.0,0.0,1.0
TALONG000059141,0.0,0.0,4.0
TALONG000059142,0.0,2.0,0.0
TALONG000059143,0.0,2.0,0.0
TALONG000059144,0.0,1.0,0.0
TALONG000059145,0.0,0.0,1.0
TALONG000059146,0.0,0.0,1.0
TALONG000059147,0.0,0.0,1.0
TALONG000059148,0.0,0.0,1.0
TALONG000059149,0.0,0.0,1.0
TALONG000059150,0.0,0.0,1.0
TALONG000059151,0.0,0.0,2.0
TALONG000059152,0.0,3.0,0.0
TALONG000059153,0.0,4.0,0.0
TALONG000059154,0.0,10.0,0.0
TALONG000059155,0.0,2.0,0.0
TALONG000059156,0.0,5.0,0.0
TALONG000059157,0.0,63.0,0.0
TALONG000059158,0.0,12.0,0.0
TALONG000059159,0.0,2.0,0.0
TALONG000059160,0.0,8.0,0.0
TALONG000059161,0.0,1.0,0.0
TALONG000059162,0.0,2.0,0.0
TALONG000059163,0.0,1.0,0.0
TALONG000059164,0.0,12.0,0.0
TALONG000059165,0.0,2.0,0.0
TALONG000059166,0.0,3.0,0.0
TALONG000059167,0.0,1.0,0.0
TALONG000059168,0.0,13.0,0.0
TALONG000059169,0.0,4.0,0.0
TALONG000059170,0.0,0.0,1.0
TALONG000059171,0.0,0.0,1.0
TALONG000059172,0.0,0.0,9.0
TALONG000059173,0.0,107.0,0.0
TALONG000059174,0.0,6.0,0.0
TALONG000059175,0.0,137.0,0.0
TALONG000059176,0.0,1.0,0.0
TALONG000059177,0.0,1.0,0.0
TALONG000059178,0.0,3.0,0.0
TALONG000059179,0.0,2.0,0.0
TALONG000059180,0.0,6.0,0.0
TALONG000059181,0.0,0.0,1.0
TALONG000059182,0.0,10.0,0.0
TALONG000059183,0.0,9.0,0.0
TALONG000059184,0.0,0.0,1.0
TALONG000059185,0.0,1.0,0.0
TALONG000059186,0.0,0.0,1.0
TALONG000059187,0.0,2.0,0.0
TALONG000059188,0.0,1.0,0.0
TALONG000059189,0.0,1.0,0.0
TALONG000059190,0.0,2.0,0.0
TALONG000059191,0.0,7.0,0.0
TALONG000059192,0.0,0.0,2.0
TALONG000059193,0.0,1.0,0.0
TALONG000059194,0.0,0.0,4.0
TALONG000059195,0.0,8.0,0.0
TALONG000059196,0.0,0.0,6.0
TALONG000059197,0.0,0.0,26.0
TALONG000059198,0.0,0.0,2.0
TALONG000059199,0.0,3.0,0.0
TALONG000059200,0.0,1.0,0.0
TALONG000059201,0.0,52.0,0.0
TALONG000059202,0.0,1.0,0.0
TALONG000059203,0.0,4.0,0.0
TALONG000059204,0.0,0.0,5.0
TALONG000059205,0.0,0.0,1.0
TALONG000059206,0.0,0.0,1.0
TALONG000059207,0.0,4.0,0.0
TALONG000059208,0.0,1.0,0.0
TALONG000059209,0.0,3.0,0.0
TALONG000059210,0.0,3.0,0.0
TALONG000059211,0.0,1.0,0.0
TALONG000059212,0.0,1.0,0.0
TALONG000059213,0.0,3.0,0.0
TALONG000059214,0.0,1.0,0.0
TALONG000059215,0.0,3.0,0.0
TALONG000059216,0.0,1.0,0.0
TALONG000059217,0.0,3.0,0.0
TALONG000059218,0.0,1.0,0.0
TALONG000059219,0.0,2.0,0.0
TALONG000059220,0.0,1.0,0.0
TALONG000059221,0.0,1.0,0.0
TALONG000059222,0.0,0.0,1.0
TALONG000059223,0.0,3.0,0.0
TALONG000059224,0.0,1.0,0.0
TALONG000059225,0.0,2.0,0.0
TALONG000059226,0.0,1.0,0.0
TALONG000059227,0.0,15.0,0.0
TALONG000059228,0.0,1.0,0.0
TALONG000059229,0.0,2.0,0.0
TALONG000059230,0.0,0.0,3.0
